"Código","Concurso","Área ","Título","Director General"
"ID15I10254","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","FORESTAL","HIPOVIRULENCIA: BIOTECNOLOGíA PARA EL CONTROL DEL CANCRO REVIRADO DEL PINO (NEONECTRIA FUCKELIANA) E N PLANTACIONES DE PINUS RADIATA.","PRISCILA MORAGA SUAZO"
"ID15I10264","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE HABILIDADES DIGITALES A TRAVéS DE UN SISTEMA DE DISEñO Y GESTIóN DE TAREAS ESCOLARES B ASADAS EN LA RESOLUCIóN DE PROBLEMAS DE INFORMACIóN Y COMUNICACIóN EN INTERNET PARA DOCENTES .","JUAN HINOSTROZA SCHEEL"
"ID15I10271","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","INVESTIGACIóN Y DESARROLLO DE MARCADORES MOLECULARES PARA LA GESTIóN SUSTENTABLE DE LAS PESQUERíAS D EL RECURSO ALMEJA VENUS ANTIQUA, MEDIANTE ESTIMACIóN DEL TAMAñO EFECTIVO POBLACIONAL Y EL DIAGNóSTIC DE LA ESTRUCTURA POBLACIONAL","MARCELA ASTORGA OPAZO"
"ID15I10277","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","DESARROLLO DE UN MODELO DE ATENCIóN PARA PERSONAS CON HIPERTENSIóN ARTERIAL Y DIABETES TIPO II BASAD O EN GESTIóN DEL CUIDADO SEGúN AJUSTE DE RIESGO","FERNANDO POBLETE ARRUE"
"ID15I10284","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","RADIOLOGíA CUANTITATIVA: REPORTES CUANTITATIVOS DE GRASA ABDOMINAL TOTAL","SERGIO URIBE ARANCIBIA"
"ID15I10285","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","NOVEDOSA ESTRATEGIA FARMACOLóGICA PARA PREVENIR EL DAñO POR REPERFUSIóN EN LA ANGIOPLASTIA CORONARIA APLICADA AL INFARTO AGUDO DE MIOCARDIO","RAMON RODRIGO SALINAS"
"ID15I10291","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MINERIA","NUEVA TECNOLOGÍA PARA AUMENTAR LA RECUPERACIÓN DE AGUA EN PLANTAS CONCENTRADORAS DE MINERALES DE COB RE","FERNANDO BETANCOURT CERDA"
"ID15I10312","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","DESARROLLO DE MATERIALES NANO PIEZOELéCTRICOS PARA LA GENERACIóN DE ENERGíA ELéCTRICA RENOVABLE NO C ONVENCIONAL (ERNC) A PARTIR DE VIBRACIONES MECáNICAS DISPONIBLES EN EL MEDIOAMBIENTE","Venkata Surya Ramam Koduri"
"ID15I10313","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE ALGORITMOS DE AGRUPAMIENTO SOCIO-ESPACIAL PARA DEVELAR DINáMICAS URBANAS A PARTIR DE D ATOS EN TIEMPO CUASI-REAL NO-CONVENCIONALES EN LA PLANIFICACIóN, GESTIóN Y MONITOREO DE LA CIUDAD","HORACIO SAMANIEGO SALINAS"
"ID15I10320","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","DETERMINACIóN DE FACTORES QUE INDUCEN LA MADURACIóN EN REPRODUCTORES DE LAS ALGAS ROJAS CHONDRACANTH US CHAMISSOI Y CALLOPHYLLIS VARIEGATA: SUMINISTRO CONTROLADO DE ESPORAS PARA EL CULTIVO COMERCIAL","CRISTIAN BULBOA CONTADOR"
"ID15I10321","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","DESARROLLO DE CELDAS SOLARES DE CAPA FINA DE úLTIMA GENERACIóN BASADAS EN SEMICONDUCTORES DOPADOS CO N CARBONO","JUAN MATOS LALE"
"ID15I10324","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","OPTIMIZACIÓN DE CURVA DE POTENCIA DE TURBINAS EÓLICAS DE BAJA POTENCIA BASADO EN UN SISTEMA MECATRON ICO DE CONTROL DE PITCH","RENATO HUNTER ALARCON"
"ID15I10333","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","DESARROLLO DE UNA FORMULACIóN DERMATOLóGICA NATURAL CON ACTIVIDAD FOTOPROTECTORA, ANTIOXIDANTE, ANTI INFLAMATORIA Y REPARADORA, EN BASE A EXTRACTOS DERIVADOS DE MICROALGAS","PATRICIA GOMEZ VERGARA"
"ID15I10337","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","DEVELOPMENT OF A CONVERGENT BEAM OF X-PHOTON PROTOTYPE . ADAPTABLE TO A CLINAC FOR APPLICATION IN RADIOTHERAPY AND RADIOSURGERY","RODOLFO FIGUEROA SAAVEDRA"
"ID15I10339","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","EVALUACIÓN DE ALGAS PARDAS DE IMPORTANCIA ECONÓMICA MEDIANTE EL USO DE IMÁGENES MULTIESPECTRALES","ALVARO PACHECO HODGES"
"ID15I10348","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","FIREFLY: DISPOSITIVO MóVIL INMERSO Y EMISOR DE LUZ EN LONGITUDES DE ONDA E INTENSIDADES ESPECíFICAS PARA CULTIVOS FOTOSINTéTICOS","CESAR SAEZ NAVARRETE"
"ID15I10349","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","DESARROLLO DE LA RANA XENOPUS LAEVIS COMO UN MODELO ANIMAL PARA USO EN ENSAYOS PRECLíNICOS","JUAN LARRAIN CORREA"
"ID15I10353","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","PRODUCCION DE BIOFLOC ESTABLE Y SU APLICABILIDAD EN LA ACUICULTURA A PEQUEÑA ESCALA EN ZONAS ARIDAS","MARIA MORALES SUAZO"
"ID15I10365","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","EVALUACIóN DEL ESTADO SANITARIO DE LOS MITíLIDOS DEL SUR DE CHILE.","KARIN LOHRMANN SHEFFIELD"
"ID15I10373","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","EVALUACIóN PRECLíNICA DE UNA VACUNA INTRANASAL CONTRA STREPTOCOCCUS PYOGENES, EL AGENTE CAUSANTE DE FARINGO-AMIGDALITIS, FIEBRE REUMáTICA Y FASCEíTIS NECROTIZANTE","ANIELA WOZNIAK BANCHERO"
"ID15I10379","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","INFRAESTRUCTURA","TECNOLOGíA PARA LA PRODUCCIóN DE MATERIALES CON CAPACIDAD DE AISLACIóN TéRMICA Y ACúSTICA QUE INCORP ORAN AGENTES ATENUADORES DE RADIACIóN INFRARROJA","LUIS BOBADILLA MORENO"
"ID15I10387","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","DESARROLLO DE MALLA EFICIENTE PARA ATRAPANIEBLAS","Jacques Dumais"
"ID15I10402","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","REPRODUCCIóN EN OSTRA CHILENA (OSTREA CHILENSIS): FACTORES FíSICOS Y HORMONALES COMO HERRAMIENTA PAR A LA DETERMINACIóN DE SEXO, MADUREZ E INDUCCIóN AL DESOVE EN REPRODUCTORES. APLICACIóN PARA CULTIVO N SISTEMA CONTROLADO","RENE VEGA ALBISTUR"
"CA13I10322","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","DESARROLLO DE NUEVOS ENVASES ANTIMICROBIANOS PARA ALIMENTOS BASADOS EN NANOPARTICULAS ACTIVABLES AL MOMENTO DE ENVASAR","JULIO BRUNA BUGUEñO"
"ID15I10425","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","INFRAESTRUCTURA","FACHADA VARIABLE: SOLUCIóN DE FACHADA DINáMICA EN BASE A PATRONES DE MOVIMIENTO COORDINADOS PARA EL CONTROL SOLAR Y LUMíNICO APLICABLE EN SANTIAGO DE CHILE","CLAUDIO VASQUEZ ZALDÍVAR"
"ID15I10461","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","DESARROLLO DE UN NUEVO SISTEMA ADHESIVO DE BAJAS EMISIONES DE FORMALDEHíDO, ALTA PERFORMANCE MECáNIC AS Y DURABILIDAD PARA LA FABRICACIóN DE TABLEROS MDF","WILLIAM GACITUA ESCOBAR"
"ID15I10468","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE TECNOLOGíAS PARA LA ADMISIóN ESCOLAR","RAFAEL EPSTEIN NUMHAUSER"
"ID15I10475","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","DESARROLLO DE UN METODO INTEGRADO DE MEDICION DE LAS PROPIEDADES BIOMECANICAS DE CELULAS VIVAS Y BIO MATERIALES: UNA NUEVA APROXIMACION PARA EVALUAR BIOCOMPATIBILIDAD","Nelson Barrera"
"ID15I10487","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","DESARROLLO DE UNA TECNOLOGíA ANTI-INCRUSTANTE UTILIZANDO UN CAMPO MAGNéTICO ESTáTICO PARA EL CONTROL DEL BIOFOULING EN TUBERíAS UTILIZADAS EN EL TRANSPORTE DE AGUA DE MAR PARA USO INDUSTRIAL","MANUEL ZAPATA ARCOS"
"ID15I10489","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","INNOVACIóN Y AJUSTES A LA TECNOLOGíA DE CULTIVO DE TRUCHA FARIO (SALMO TRUTTA) PARA LA PRODUCCI ON DE TROFEOS RECREATIVOS CON FINES DE REPOBLAMIENTO","JAVIER MARIN FLORES"
"ID15I10496","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","DESARROLLO DE MATERIALES DE CAMBIO DE FASE PARA ALMACENAMIENTO TéRMICO DE ENERGíA A BAJA TEMPERATURA","ALEX BERG GEBERT"
"ID15I10500","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","DESARROLLO DE UN PROTOTIPO DE PROTECTOR SOLAR A BASE DE NANOESTRUCTURAS NúCLEO-CORAZA (CORE-SHELL) D E ZNO-CEO2 Y CEO2-ZNO PARA EL CUIDADO DE LA PIEL","MANGALARAJA RAMALINGA VISWANATHAN"
"ID15I10518","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","SEGUIMIENTO DE PECES MARCADOS COMO BASE DE INFORMACIÓN CIENTÍFICA PARA LA FORMULACIÓN DE PLANES DE R ANCHING EN CHILE. APLICACIÓN: EL CASO DE ROBALO (ELEGINOPS MACLOVINUS) EN EL ESTUARIO","ALBERTO MEDINA AGUILERA"
"ID17I10094","IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017","AGROPECUARIA","DESARROLLO DE FORMULACIONES PARA EL CONTROL EFICIENTE DE AISLADOS RESISTENTES DE BOTRYTIS CINEREA, B ASADOS EN EXTRACTOS Y METABOLITOS BIOACTIVOS DE CANELO INCORPORADOS EN NANOAGREGADOS POLIMÉRICOS: EV ALUACIÓN PRE-COMERCIAL EN UVA DE MESA","ANDRÉS OLEA CARRASCO"
"ID15I10541","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MINERIA","DESARROLLO DE SENSORES HALL ULTRASENSIBLES PARA DETECCIONES VARIAS EN MINERíA","DORA ALTBIR DRULLINSKY"
"ID15I10545","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","INGENIERíA APLICADA PARA DISEñO Y PRODUCCIóN DE PRóTESIS CORONARIAS CELULARIZADAS DE PEQUEñO CALIBRE","JUAN ACEVEDO COX"
"CA12I10008","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","DESARROLLO DE FORMULACIONES FARMACÉUTICAS EN BASE A ALOE VERA (ALOE BARBADENSIS MILLER) Y ANTIMICROB IANOS DE USO HABITUAL EN SISTEMAS INTENSIVOS DE PRODUCCIÓN ANIMAL, QUE PERMITAN DISMINUIR LAS DOSIS Y LOS PERIODOS DE CARENCIA DE ESTOS FÁRMACOS","BETTY SAN MARTIN NUÑEZ"
"ID15I10560","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","PLATAFORMA DE APOYO A LA GESTIóN DE EMERGENCIA Y APLICACIONES","MAURICIO MARIN CHAIHUAN"
"ID15I10576","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MINERIA","DESARROLLO DE RECUBRIMIENTOS EN BASE A GRAFENO Y SUS DERIVADOS PARA CONTROLAR LA BIOCORROSIóN EN DUC TOS METáLICOS UTILIZADOS PARA EL TRANSPORTE DE LíQUIDOS EN LA INDUSTRIA MINERA","CAROLINA PARRA GONZALEZ"
"ID15I10580","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","INVESTIGACIóN Y OPTIMIZACIóN DE LA PRODUCCIóN DE PELLETS HIDROFóBICOS DE ALTA DENSIDAD ENERGéTICA A TRAVéS DE LA CARBONIZACIóN HIDROTéRMICA DE DIFERENTES MEZCLAS DE BIOMASA DE RELEVANCIA NACIONAL","LUIS DIAZ ROBLES"
"ID15I10582","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","LA ALMEJA JULIANA, TAWERA GAYI, UNA NUEVA ESPECIE PARA LA ACUICULTURA DE PEQUEñA ESCALA: DESARROLLO DE TECNOLOGíA PARA EL CULTIVO LARVAL Y POSTLARVAL","DORIS OLIVA EKELUND"
"ID15I10583","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","DESARROLLO DE COMPOSITOS SóLIDOS A BASE DE TRIPOL/PARTíCULAS DE MADERA PARA FABRICAR TABLEROS DE PAR TíCULAS LIBRES DE FORMALDEHíDO PARA EL MERCADO DE LA CONSTRUCCIóN VERDE.","NAZMY REYES VELASQUEZ"
